smiles,QED,Rings,AromaticRings,FractionCSP3,Lipinski_pass,Ro5_viol,MW,LogP,HBD,HBA,Veber_pass,Veber_viol,RotBonds,TPSA,TL_Oral,TL_QED,TL_BBB,TL_LogP,pred_pchembl_rf,pred_pchembl_gcn,sa_score,has_route
CC(C=O)=CC=CNCC=CC=CCl,0.3167216572255844,0,0,0.18181818181818182,True,,211.692,2.5436000000000005,1,2,True,,6,29.1,green,yellow,green,green,5.579710017204285,6.424517631530762,4.162800112319357,True
CC12c3ccccc3OC1N=CCC1=C(F)C(Cl)=CC12,0.7040732414341001,4,1,0.3125,True,,289.73699999999997,4.113400000000003,0,2,True,,0,21.59,green,green,green,green,5.454240003744761,7.922913551330566,4.766595621440682,False
C[SH](N)C(=O)C(=O)c1ccccc1,0.4204985699306606,1,1,0.1111111111111111,True,,197.25900000000001,0.9006000000000003,2,3,True,,2,60.160000000000004,green,yellow,green,green,6.195999979019165,5.340837478637695,3.412944139609504,False
Cc1ccccc1-c1ccccc1,0.6092016568043108,2,2,0.07692307692307693,True,,168.239,3.662020000000002,0,0,True,,1,0.0,green,green,green,green,5.478760057449341,6.205908298492432,1.1518802358387852,True
CP(C)(=O)C1=CC(=O)N=CC1=CC1=Cc2ccc(F)cc21,0.781468929169722,3,1,0.125,True,,301.257,3.7237000000000027,0,2,True,,2,46.5,green,green,green,green,7.10866163889567,8.309532165527344,3.777182081970631,False
CC(C=O)N1CC=CC=CCCNC(=O)NC2=NCc3ccccc3OCOC(=CC=CC=CO2)N1,0.5429110029414458,3,1,0.2692307692307692,True,,493.56400000000025,3.0463000000000005,3,8,True,,2,113.52000000000002,green,yellow,yellow,green,5.81300334294637,7.098995685577393,5.75680235124353,True
CC1(Cl)C=CC(=CNC(=O)C2C=N2)C1C=CC=CCc1ccccc1Cl,0.5612436033135723,3,1,0.23809523809523808,True,,387.3100000000002,4.631500000000004,1,2,True,,6,41.46,green,yellow,green,green,6.551719985961914,7.612084865570068,4.78932351328341,True
C1=NCC1,0.381398496041273,1,0,0.6666666666666666,True,,55.07999999999999,0.46090000000000003,0,1,True,,0,12.36,green,yellow,green,green,4.993438012886047,6.49250602722168,2.9477845849295186,False
CC(=O)C=CC=C(C)F,0.41034852856769216,0,0,0.2857142857142857,True,,128.146,2.0049,0,1,True,,2,17.07,green,yellow,green,green,5.538039992332458,6.49896240234375,3.4172841945165278,False
C=CC=CC=CC(=O)C1=CO1,0.44848580524373644,1,0,0.0,True,,148.16099999999997,1.7255,0,2,True,,4,29.6,green,yellow,green,green,5.693070009708404,6.980958938598633,3.810123413220307,False
CN=C1C=C(C=CNC(=O)C(C=CC=C(F)F)=CC=CC(=O)NCC=CNC)CCC1,0.3666811797889143,1,0,0.2608695652173913,True,,430.4990000000002,3.465900000000002,3,4,True,,10,82.59,green,yellow,green,green,5.861619999885559,7.315439224243164,4.470160998032107,True
CNN=CC1C=CC=CONS2(C)CC(=CCCO1)CCOC1=CC=CC(N=N1)N2,0.35095897728063197,3,0,0.45,True,,434.56600000000014,2.961800000000001,3,9,True,,2,100.86000000000001,green,yellow,yellow,green,5.512640008449554,7.0986647605896,7.479116713038446,True
C=CC1CC1CCCC1(C=O)C2=C1C1C=CN=C(C=CC=Nc3ccccc3NO1)O2,0.5207429689596821,6,1,0.32,True,LogP>5,415.4930000000001,5.058600000000005,1,6,True,,6,72.28,green,yellow,green,yellow,6.399620021820068,7.634428024291992,6.564532795090822,False
CC(F)=c1c(C)cc2cc(-c3ccc(Cl)cc3)nc3c(c1-2)C=3N=CNS(C)=O,0.5267724432853266,4,1,0.14285714285714285,True,,413.90500000000014,3.294120000000002,1,3,True,,4,54.35,green,yellow,green,green,6.267713346322378,8.213397979736328,4.198565645167821,True
CCN1CCCOC(=CC=CCl)OCC1=CC=N,0.8023536515130293,1,0,0.46153846153846156,True,,270.76,2.8725700000000005,1,4,True,,3,45.550000000000004,green,green,green,green,5.130170015335083,7.109116554260254,4.677139311390912,True
CNN(C=CC1=CC(=O)C2=NNCCCC2N=C1F)C(=O)C=CC=COC,0.3144419262879919,2,0,0.3333333333333333,True,,375.4040000000001,1.1644999999999999,2,7,True,,6,95.39,green,yellow,yellow,green,6.472905998277664,7.570544242858887,4.947511421421348,True
C=CC=C1C2=CC(C=CCOC)NC(=O)NC=CC3NN=C1N(c1ccncc1)N=CCC2CC(C)(C)C1C=CC(=C1)N3,0.37723032615870333,5,1,0.3333333333333333,True,MW>500,580.7370000000002,4.648800000000003,4,8,True,,5,115.27,green,yellow,yellow,green,6.237239987373352,8.056167602539062,7.5074770077393955,False
O=C(C=C1NN=CC2C=CC3=CNCC(=CC1=N2)N3)Cc1ccncc1,0.7095282061334428,4,1,0.15789473684210525,True,,346.3940000000001,0.9635999999999995,3,7,True,,3,90.77,green,green,yellow,green,5.723200648498535,7.96309757232666,6.198929763180223,False
C=NN=CCN1C=Cc2ncc([nH]c2=O)C(=COC(C)C)CC1,0.5108803584390218,3,1,0.375,True,,315.3770000000001,1.8986,1,6,True,,5,82.94000000000001,green,yellow,green,green,5.687846453428269,7.165549278259277,5.379256888889648,True
COc1ccccc1C=O,0.575816465118545,1,1,0.125,True,,136.14999999999998,1.5076999999999998,0,2,True,,2,26.3,green,yellow,green,green,5.198800024032593,5.347043037414551,1.5756770589832065,False
Cc1ccc(F)cc1N=CC(N)=O,0.6854290812026553,1,1,0.1111111111111111,True,,180.18200000000002,1.3217199999999998,1,2,True,,2,55.449999999999996,green,green,green,green,6.546596658706665,7.216535568237305,2.618129420338496,True
Fc1ccc(-c2cc3n4c2C=CSCSN34)c(Cl)c1,0.5494383152044534,4,2,0.07692307692307693,True,,310.80600000000004,4.853900000000001,0,4,True,,1,7.9399999999999995,green,yellow,green,green,6.159479994773864,7.905708312988281,3.871368104363679,True
CSC=NC=C(Cc1ccc(F)cc1F)NCC1CCNC1,0.5976890186552067,2,1,0.4375,True,,325.4280000000001,2.9391000000000007,2,4,True,,7,36.42,green,yellow,green,green,6.714329996347426,7.193463325500488,3.895745109424796,True
CS(=O)(=O)[O-],0.3685078266773751,0,0,1.0,True,,95.099,-0.8385999999999998,0,3,True,,0,57.2,green,yellow,green,yellow,5.39661669254303,3.2704737186431885,2.9377699207499006,False
O=C(O)N=CC=CC=CC=CCC=CC=C[CH]Nc1ccc(F)cc1Cl,0.41357335225748076,1,1,0.05,True,LogP>5,373.83500000000004,5.972690000000004,2,2,True,,9,61.69,green,yellow,green,yellow,6.529543316364288,6.7599921226501465,3.7431274104615824,True
CCc1ccc2cc1CNC=NC=C2C=CC=C1C=C(F)C(C(C)(C)F)C=CCCC[CH]N1,0.49116366490177393,3,1,0.35714285714285715,True,LogP>5,450.5970000000002,6.870690000000007,2,3,True,,4,36.42,green,yellow,green,red,6.708019998550415,7.879082679748535,5.9651921651301825,False
C=C1C=CC(=O)NN=C2C=CCN=CN(C2)C(=O)c2ccc(O)cc2N=CNCCN1,0.49282676565762384,3,1,0.19047619047619047,True,,421.4610000000001,0.8272000000000002,4,8,True,,0,130.78,green,yellow,yellow,green,6.162380016962688,7.6822967529296875,5.542091001022101,False
C=C1CC1NC(=O)C1=CC(=CC)c2ccccc2NC=N1,0.8178735426854898,3,1,0.17647058823529413,True,,279.343,2.872300000000001,2,3,True,,2,53.49,green,green,green,green,6.628690009117126,7.969036102294922,3.9231057526292332,True
CC1=CC=C(Cl)C1=O,0.4848385265360099,1,0,0.16666666666666666,True,,128.55800000000002,1.6381000000000001,0,1,True,,0,17.07,green,yellow,green,green,5.059760028839111,7.40222692489624,2.980053385259975,False
CC(C)Oc1ccccc1CN=CC=CC=CNC(=O)NC=CC1=CC(=O)N1c1ccccc1,0.3957101666200613,3,2,0.14814814814814814,True,,456.54600000000016,4.858100000000004,2,4,True,,10,83.02999999999999,green,yellow,green,green,6.337091642777126,7.113232135772705,3.5295627250760777,True
CC=CC=C1OC=CC=NC([O-])c2ccccc21,0.7569060703405581,2,1,0.13333333333333333,True,,240.28199999999998,2.5772000000000004,0,3,True,,1,44.65,green,green,green,green,5.7663400325775145,6.8916215896606445,4.674184289724123,False
BrC1C=CC2N=CC=CC=COCN=C1C=CN2,0.5512789003990406,3,0,0.23076923076923078,True,,308.17900000000003,2.3185000000000002,1,4,True,,0,45.980000000000004,green,yellow,green,green,5.206080020427704,6.919101238250732,6.652391869923052,False
CCN(C)C=CC(NC(C)=O)C1N=C2C=C(O1)C1CCC(=O)C=C1C=CS2,0.7854356117412505,3,0,0.45,True,,387.50500000000017,2.7612000000000014,1,6,True,,5,71.0,green,green,green,green,6.629136655807495,7.668310642242432,6.027391087944449,True
CNC(=O)N(C)C=CC=C1C=CCNCC(=NCc2ccc(Cl)cc2)C(C=CC=NC=CC=CF)N1,0.35033260250034554,2,1,0.2222222222222222,True,MW>500,511.0450000000001,4.691300000000004,3,5,True,,8,81.12,green,yellow,green,green,6.105460004806519,7.209524154663086,5.481220159442422,True
CCOCN1C(F)=C1C=CC=C[C@H]1NCCC(C)(C)CC=CC(C)CCS1,0.3600134248877297,2,0,0.6363636363636364,True,LogP>5,394.6000000000002,5.598300000000006,1,4,True,,6,24.27,green,yellow,green,yellow,5.436286674499511,7.406609535217285,5.299626680992702,True
COCCCOC=CC=CC(C)C=C1C=CCCc2ccccc2CC1O,0.40772174433070624,2,1,0.4166666666666667,True,,368.5170000000001,4.777900000000005,1,3,True,,8,38.69,green,yellow,green,green,5.662510008335113,6.650582313537598,4.567172663552653,False
CC=NC1C=CC=NCNC(=C2C(C)=CNC2(C)F)C1,0.5707612242348911,2,0,0.4666666666666667,True,,276.35900000000004,2.470300000000001,2,4,True,,1,48.78,green,yellow,green,green,5.4194680097579955,7.967703819274902,5.870132087131428,True
C1CN=NC1,0.4032456765601284,1,0,1.0,True,,70.095,0.8423,0,2,True,,0,24.72,green,yellow,green,green,5.536648000526428,6.6134233474731445,4.389816074596055,False
CSCC=NC=CNC=CC1=CC=CCC(=O)C(C)=NC1=O,0.763875275168643,1,0,0.25,True,,317.4140000000001,2.4376000000000007,1,5,True,,6,70.89,green,green,green,green,5.839213354587555,7.198688507080078,4.881829405773608,True
CCC=CC1=NOC2=CN=C(C1=CNC(=O)NNc1cc(F)cnc1C)C(C)(N)C2,0.5523974221039036,4,1,0.3,True,,413.4570000000002,2.79502,4,7,True,,5,126.02,green,yellow,yellow,green,6.57744899072647,8.149859428405762,5.34783620359906,True
NC(=O)C1=C(C=CCl)C2=C(CN=CCCCCCNCCOC3=CC=C2C=CCC3=O)C2CC12,0.621546774039781,4,0,0.4444444444444444,True,,482.0240000000003,4.057400000000003,2,5,True,,2,93.78,green,green,yellow,green,5.861356983423233,7.798791885375977,5.9989325045126805,True
CC(C)(C)[O-],0.3998757698136123,0,0,1.0,True,,73.115,0.1452,0,1,True,,0,23.06,green,yellow,green,green,5.198520030975342,6.377951145172119,2.881166843826824,False
[CH]NC(=O)NC1CC[C@@H]([N+])C2CC=CC=CC(Br)=C2CCC=CCN1,0.4629845386693191,2,0,0.47368421052631576,True,,405.34000000000015,3.2186900000000014,3,2,True,,1,75.46000000000001,green,yellow,green,green,6.35062999868393,6.64097261428833,5.843923179162238,True
NC1=CC=COCC=C2C=C(C=CC=CC=CC=NC1=O)CC=CC(=O)N2,0.6914507425385342,2,0,0.09523809523809523,True,,363.41700000000014,2.5253000000000005,2,4,True,,0,93.78,green,green,yellow,green,5.230200023969014,7.574956893920898,5.396530651718333,False
C=CC=C1N=C2C=CC=CC3C=CC=CNC(=O)C=C1CC3(O)CC(=O)C2=O,0.6846601586190457,3,0,0.18181818181818182,True,,376.41200000000026,2.0286999999999997,2,5,True,,1,95.82999999999998,green,green,yellow,green,5.3611599974632265,7.747452259063721,6.319505680703465,False
[2H]C(NC1=CC=[CH][Na+][CH]=CCC1)SC,0.5009736807363915,1,0,0.4,True,,205.30010177799997,-0.30940000000000034,1,2,True,,3,12.03,green,yellow,green,green,5.402600010871887,6.4511823654174805,6.263429035223163,True
O=C1CSC(c2ccc(F)cc2)N=CC=CCN=CC=CC=CC=CNC1=O,0.7365730613768403,2,1,0.14285714285714285,True,,397.475,3.580300000000002,1,5,True,,1,70.89,green,green,green,green,5.99722103155454,6.740661144256592,4.643745310433004,False
O=C1NC2=CC=CC=COSC1CCC(F)=CC(F)=CC2,0.6873743453940332,2,0,0.26666666666666666,True,,311.353,3.994100000000003,1,3,True,,0,38.33,green,green,green,green,5.551050005435943,7.176836013793945,5.928769961113495,False
CC=CC=CNC=NC=CC=C(N)C(C)(C)C,0.4353314527257497,0,0,0.35714285714285715,True,,233.35899999999998,3.0965000000000016,2,2,True,,5,50.41,green,yellow,green,green,5.400010019779205,7.59807014465332,4.443078621974335,True
CC1C=CC=CC(=O)NCN=CCc2ccccc2C=CCC[C@@H]1O,0.7623781469638083,2,1,0.3333333333333333,True,,338.4510000000001,3.2900000000000023,2,3,True,,0,61.69,green,green,green,green,6.04304602508545,6.7920427322387695,4.532324121323226,False
C=C1N=CC=CC(C=CC=CNC(=O)NC(C)=CC=CNC(=O)C=CC=CC)ON1,0.36537560390604684,1,0,0.13636363636363635,True,,409.49000000000007,3.0231000000000012,4,5,True,,8,103.85000000000001,green,yellow,yellow,green,5.856314011414845,7.491975784301758,5.104880271078365,True
O=C1C=CC=CCOC=CC=C2C=C(C=CCCN1)C=C1C=CC=C1C2,0.7072495776744134,3,0,0.17391304347826086,True,,345.4420000000001,4.384300000000003,1,2,True,,0,38.33,green,green,green,green,5.132890008449555,7.717266082763672,5.4237795724124425,False
C=CC(F)=CC=CNC12C=CNC=C3C1=CCC=CCC3(OC1COCC1=C)C=CC=CNC2,0.4009487755584162,4,0,0.2857142857142857,True,,461.5810000000003,4.5286000000000035,3,5,True,,6,54.55,green,yellow,green,green,5.386912999010087,7.491537094116211,7.410913108387608,True
CC=CC=CC1=C(CC=Cc2ncccc2C=O)NC=C2C=NC(F)=CC1NCCOC=C2N,0.3380535275297975,3,1,0.19230769230769232,True,,461.5410000000002,3.841100000000001,3,7,True,,6,101.63,green,yellow,yellow,green,5.6307790173053744,7.394885063171387,6.028202378159289,False
CC(=O)N1CC=NC=CC(O)(C=O)C=CCC(=O)C1,0.528043775203723,1,0,0.38461538461538464,True,,264.281,-0.12159999999999993,1,5,True,,1,87.03999999999999,green,yellow,green,green,5.796061323928833,6.566985130310059,4.839019286546668,True
C=CC=CC(O)C1=NCC(C)(C)C1,0.6598966294531362,1,0,0.5454545454545454,True,,179.26299999999998,1.9604,1,2,True,,3,32.59,green,green,green,green,5.464296676635743,7.210986614227295,4.493810513235877,False
C=CC=CNC12C=CC(=N1)C=CCCCCNC(=O)NC(C=CC=C(C)CC(C)CC)O2,0.4525435578667338,2,0,0.46153846153846156,True,LogP>5,438.61600000000016,5.261000000000005,3,4,True,,8,74.75,green,yellow,green,yellow,6.013860763200124,7.538139343261719,6.398408584258668,True
CS1(C)SC=NNN=CC=CC=CNC23N=CC=CC(=Cc4cnccc42)c2ccc3c1c2,0.526987737474903,6,2,0.12,True,LogP>5,472.64300000000026,5.040400000000004,2,7,True,,0,74.03,green,yellow,green,yellow,6.85850001891454,7.499425411224365,7.019505439099765,False
CCC=C1N=CCC=C(F)C=CNC(=O)NC2=CC=CC(=O)CCSCN=C2c2cc(F)cc1c2,0.5301962367702105,3,1,0.23076923076923078,True,LogP>5,496.5830000000003,5.6101000000000045,2,5,True,,1,82.92,green,yellow,green,yellow,6.082549991289775,7.759856224060059,5.389450255628218,False
C=CC1CCNC(=O)N1CC=CCC=CC=NC=O,0.4304208798836237,1,0,0.35714285714285715,True,,261.32500000000005,1.686,1,2,True,,7,61.77,green,yellow,green,green,5.626750015258789,7.086948394775391,4.540310988802851,True
CC=CC=c1[nH]c(=O)cc2c1=CC(C(C)([O-])S)C=C2,0.5961683678875773,2,1,0.26666666666666666,True,,274.365,0.16130000000000005,2,3,True,,2,55.92,green,yellow,green,green,6.2290133357048045,7.170558452606201,5.083675118698487,False
CCC=CC=C(F)C(=O)NC=CN=Cc1ccc(F)cc1,0.4847552268293741,1,1,0.125,True,,290.31300000000005,3.651600000000002,1,2,True,,6,41.46,green,yellow,green,green,6.019603323936463,6.933322429656982,3.486865784708571,True
C=C(N)C(C)C1=CC=CCN(CCC=CNCC)C1Cl,0.5603425678435626,1,0,0.5,True,,295.85799999999995,2.971300000000001,2,3,True,,7,41.29,green,yellow,green,green,6.166191688060761,7.313241958618164,4.789149420807474,True
CCC1=C2C=CS(=O)(=O)C(=CC=O)C=CC2(C(C)(C)O)NCC=CC=CC1,0.5727828643267915,2,0,0.38095238095238093,True,,389.5170000000001,2.8895000000000017,2,5,True,,3,83.47,green,yellow,green,green,5.485800015449524,6.921650409698486,5.33915975440439,False
COCc1ccc(F)cc1F,0.640070645567163,1,1,0.25,True,,158.14699999999996,2.1112,0,1,True,,2,9.23,green,green,green,green,6.881146666924158,6.617303848266602,1.6987372593741519,False
CC1=C(NC(=O)c2ccc(Cl)cc2Cl)CC=NNCOC(=O)NC=C1,0.7316805168828504,2,1,0.1875,True,,383.23500000000007,3.173700000000001,3,5,True,,2,91.82,green,green,yellow,green,7.621473631985982,7.7420244216918945,4.001925076326771,True
CC=CC1=COC(=NCC2=CCC(C)C2)CC=C1c1ccccc1NC(=O)NCCCCN,0.3409733147424174,3,1,0.4074074074074074,True,LogP>5,448.6110000000002,5.5655000000000046,3,4,True,,9,88.74,green,yellow,green,yellow,6.685813311990101,7.510650634765625,4.182579419961203,True
CN1CCCCCCC1,0.480011192878188,1,0,1.0,True,,127.23100000000001,1.8823,0,1,True,,0,3.24,green,yellow,green,green,5.018890019416809,6.517303943634033,1.6177676521959707,True
CC=C1NC(=O)C(C2=C(COCCOCCOC)COC2C)=C(F)C=C1Cl,0.6016816491285798,2,0,0.5263157894736842,True,,401.8620000000001,2.7612000000000014,1,5,True,,9,66.02000000000001,green,green,green,green,5.445618021424613,7.442068576812744,4.084052417372764,False
CC(F)(F)NCN=CC=O,0.3581267184175029,0,0,0.6,True,,150.12800000000001,0.4159,1,3,True,,4,41.46,green,yellow,green,green,5.3612700152397155,5.944428443908691,4.303923212829359,True
CC(=O)N1CC=C(CCF)C2=CC1=C=NN=CC1(C=C3OC=COC=C3C2=CN)CCNC=N1,0.6519179713149572,4,0,0.2916666666666667,True,,464.50100000000026,2.5027,2,8,True,,2,113.9,green,green,yellow,green,5.812639966646831,7.827560901641846,7.264284412971897,True
CC1CC=CC(NC=NN=Cc2cccc(C3CCCC4=NC=CNN=CC3C4)c2)=NC1,0.42200974557542953,4,1,0.4,True,,429.5720000000002,4.407900000000003,2,6,True,,4,85.86,green,yellow,green,green,6.35880198448499,8.028280258178711,6.345764514320509,True
COC=CC=CN=C1CC=C2C=NC3=CC=CN[SH](C)(=O)C4=C(CC2NN=C3C)N1C[CH]4,0.34793022469976487,5,0,0.30434782608695654,True,,453.59200000000027,2.4911900000000005,3,6,True,,3,90.67999999999999,green,yellow,yellow,green,5.322570039749145,8.005961418151855,7.286175181208272,True
C=C1C#CC2=NCC(C(C)C)C3=CC=C1NCPC=NN=C=S=C3C=NCC2(C)C,0.37328578764778825,3,0,0.43478260869565216,True,,437.55300000000017,4.187100000000004,1,5,True,,1,61.47,green,yellow,green,green,5.496621431350708,7.011907577514648,7.709758919451998,False
CC1(C)OCC=NNC(=O)C=CC=CC2=CC=C3C1N(C=CC=C(F)C3(F)F)N=C2,0.6544323452915719,4,0,0.2857142857142857,True,,418.4190000000001,3.5484000000000027,1,5,True,,0,66.28999999999999,green,green,green,green,5.351650008519491,8.01000690460205,6.630074356404803,False
COC(=O)N1C=Cc2c(ccc3cncnc23)CC=CC(C(C)(C)C)C=C1,0.6210549513759803,3,2,0.3181818181818182,True,,363.4610000000001,4.957200000000005,0,4,True,,0,55.32,green,green,green,green,5.920970332320532,7.4693827629089355,4.423552549020869,True
CC1(C)CC2=CC=NC=C1C=CNC(=O)C=CC=CC=N2,0.7285690378361795,2,0,0.23529411764705882,True,,281.35900000000004,3.0816000000000017,1,3,True,,0,53.82,green,green,green,green,5.339213014650345,8.148478507995605,5.4181122748095225,False
CC1=CC=CCN=CN=CCC=CCCCOC2=CN=CC=CC2=COC1,0.5829358173778239,2,0,0.3181818181818182,True,,365.4770000000001,4.727200000000005,0,5,True,,0,55.540000000000006,green,yellow,green,green,5.248888010787964,7.353359699249268,4.809944417372765,False
C=CC=C1CC2NC=CC(=O)NC3=C2CO[CH]C=CC=CC=CC1=C3,0.7749694957512616,3,0,0.14285714285714285,True,,333.411,3.145290000000002,2,3,True,,1,50.36,green,green,green,green,4.961190001010895,7.937740325927734,6.393928385072819,False
Nc1ccc(Cl)cc1NC=CCC(=O)N=Cc1ccccc1Cl,0.6158645998186341,2,2,0.058823529411764705,True,,348.23300000000006,4.537000000000002,2,3,True,,5,67.47999999999999,green,green,green,green,6.595621989997229,6.9018754959106445,2.937821429778568,True
C=CCC(=O)N1N=CC1(C)NC,0.6153706276892529,1,0,0.5,True,,167.212,0.3260999999999999,1,3,True,,3,44.7,green,green,green,green,5.717509994506836,7.239656448364258,4.556698478481043,True
CCSC1=C2C(=N)C(=CC=CC1)c1ccccc1NNC1=NCC=CC1=CNC2=O,0.5865041314720032,4,1,0.17391304347826086,True,,417.5380000000001,3.955370000000002,4,6,True,,2,89.37,green,yellow,green,green,6.715220054626465,8.021651268005371,5.142339159264084,False
CC(F)=CC=C1NCN=CC=CC=CNC(=CC=COC=CN)C1Cl,0.527205610156081,1,0,0.16666666666666666,True,,364.8520000000001,3.4861000000000013,3,5,True,,4,71.67,green,yellow,green,green,5.7325500014623,7.539209365844727,5.850814474440062,True
CCN1CNNC(C=Cc2ccccc2)=Cc2cccc1c2,0.9039638098183591,3,2,0.15789473684210525,True,,291.398,3.632500000000002,2,3,True,,3,27.299999999999997,green,green,green,green,6.649444998105368,6.7459259033203125,4.287537041149909,True
COC=CC=CCNC(=C(F)F)C(N)(F)F,0.32268221190134017,0,0,0.3333333333333333,True,,240.19999999999996,1.9519,2,3,True,,6,47.28,green,yellow,green,green,5.705940016269684,6.359168529510498,4.055994629194486,True
CC=Cc1c2ccc3c(=O)cccccc(OC)c4cc1c(cc[nH]c(=O)[nH]2)cc4N(O)C=CN=CC=3,0.4868037338416395,5,3,0.06896551724137931,True,,494.5510000000001,4.472900000000003,3,6,True,,2,110.78,green,yellow,yellow,green,5.953006683746973,6.863283157348633,5.257554050624109,False
C=CC1=CC=C(N=CSC)c2ccccc2C1=CC,0.5574018099992684,2,1,0.11764705882352941,True,,267.397,4.948100000000004,0,2,True,,3,12.36,green,yellow,green,green,5.409940033912659,7.5289106369018555,3.852159199934773,False
CCOC1=CC=C=COC=C2C=C3C(N)=CC2=C13,0.7531493807505587,3,0,0.13333333333333333,True,,239.27399999999997,2.5825000000000005,1,3,True,,2,44.480000000000004,green,green,green,green,5.332430046081543,8.02927303314209,5.997604479246353,False
C=CC(C)(O)CC1=CC(c2ccc(F)cc2)C=Cc2c1cnn2Cc1cc(F)ccc1C#CO,0.3835377501414284,4,3,0.17857142857142858,True,LogP>5,458.5080000000002,5.412200000000005,2,4,True,,6,58.28,green,yellow,green,yellow,6.340381665738423,6.629231929779053,4.36156244511178,False
COCCC1=NC2=CC3=CC(=CCC3)C2CC(=O)N1,0.8424726472962768,3,0,0.4666666666666667,True,,258.3209999999999,2.1016,1,3,True,,3,50.69,green,green,green,green,5.971300032138824,8.223193168640137,5.063504800699073,False
CN1C(=O)C2C=CCCC(O)n3c2cc2c1ncnc3NCCCNCC2C=N,0.420571729101336,4,1,0.5,True,,397.4830000000002,1.4417699999999993,4,8,True,,1,119.16,green,yellow,yellow,green,6.298546639442444,7.380821228027344,6.505659571237607,True
CC(C)=CC=C1C2=C1CNCC1(C)CC=NC(C1)NC=CC=C2,0.7755047874866234,3,0,0.45,True,,309.45699999999994,3.648900000000002,2,3,True,,1,36.42,green,green,green,green,5.304159997622172,8.19544506072998,6.221285619200788,False
CC1=NC(=O)N(C=CC=CNC2=C3OC=CC=C3NC=N2)SC=CC=C(c2ccccc2C)N=CNC1,0.38401174319353,4,1,0.1111111111111111,True,MW>500,513.6270000000002,4.857620000000003,3,8,True,,5,102.71000000000001,green,yellow,yellow,green,6.097120687548319,8.083351135253906,5.239662836051876,True
CC(C)(C)C1=Cn2nc3cccnc3c2NCc2ccc(F)cc2C(=O)NC=C1,0.598454945546113,4,3,0.22727272727272727,True,,391.4500000000001,4.326600000000003,2,5,True,,0,71.84,green,yellow,green,green,7.535585159667333,7.67344331741333,3.923858048725762,False
CCN1CCC2=CC=COC(=C1SO)C(c1ccc(F)cc1)N=CN2,0.796806421310999,4,1,0.2777777777777778,True,,361.442,4.0134000000000025,2,6,True,,3,57.09,green,green,green,green,5.4965700081189475,7.457492828369141,5.472975269165661,True
CC1=NC2=CC3=CC=CNC(N=CCO3)C2=CN=CN1C1=CC=COC2[S+]CNN12,0.6180076922533594,5,0,0.25,True,,423.50200000000007,1.4736,2,10,True,,1,86.08,green,green,green,green,5.414400011698405,8.472090721130371,7.222883153892466,False
CCC=CC=C(F)CCNCc1ccccc1F,0.5673881400665584,1,1,0.3333333333333333,True,,251.32,4.1250000000000036,1,1,True,,7,12.03,green,yellow,green,green,5.788000038146973,6.456672191619873,2.757852530064312,True
CC=C(F)CC(=O)N=CC=CNCc1ccc(F)cc1,0.8112040399123952,1,1,0.2,True,,278.302,3.2898000000000014,1,2,True,,6,41.46,green,green,green,green,5.753321827268601,6.692870140075684,3.3676531580288005,True
CN(N=CCC=O)c1ccccc1,0.39711126422736603,1,1,0.2,True,,176.21900000000002,1.6976,0,3,True,,4,32.67,green,yellow,green,green,5.535390023231506,5.790602684020996,2.8247041990732757,True
O=CNC=NCc1ccc(Cl)cc1F,0.46320693925326445,1,1,0.1111111111111111,True,,214.62699999999998,1.7533999999999998,1,2,True,,4,41.46,green,yellow,green,green,6.274820005893707,6.991699695587158,3.124750408177345,True
CCCC(C)CCNC=CC=NN=CC(C)C,0.3709352902309293,0,0,0.7142857142857143,True,,237.39100000000002,3.6286000000000023,1,3,True,,9,36.75,green,yellow,green,green,5.786481693744659,7.5762786865234375,4.0134678524325835,True
CC=CC=C1NN=C(C=CC=NN)C(C)c2ccc(F)c(c2)C1N=CC=N,0.4212701912737671,2,1,0.2,True,,366.4440000000001,3.610570000000002,3,6,True,,5,98.97999999999999,green,yellow,yellow,green,6.6602510078430175,8.132501602172852,6.34912898509847,True
O=C1C(=CC=CF)C(F)=CC1C=CN1CC[CH]C=N1,0.7333684257069336,2,0,0.21428571428571427,True,,263.267,2.8577900000000014,0,3,True,,3,32.67,green,green,green,green,5.368243009773891,7.667346477508545,5.359249450341312,True
CC(=O)c1c2cccc1C1=CNCN=CC=Cc3c4cccc3C(N1)N(CO4)C2,0.7366021257203256,5,2,0.21739130434782608,True,,386.4550000000001,3.286200000000002,2,6,True,,1,65.96000000000001,green,green,green,green,6.139556664625804,7.808350563049316,5.957924891502634,False
C=CC=C(C=CNC(=O)C1=CC=CC1)C(C)(C)C,0.7500326099394253,1,0,0.3125,True,,243.34999999999997,3.661100000000003,1,1,True,,4,29.1,green,green,green,green,5.829020008563996,7.836304664611816,3.823439287844348,True
C=C1C(Cl)=CC=CC1N=CNc1cccc(NC(=O)NC=CCC(C)(C)C)c1,0.4174467306221604,2,1,0.2727272727272727,True,LogP>5,398.93800000000016,5.815500000000004,3,2,True,,6,65.52,green,yellow,green,yellow,6.78229998588562,7.690889358520508,4.153082804931134,True
FC1=C2N=CC=C2CN=CCNC=NC=NNC=CC=CC=C1,0.71816470078603,2,0,0.125,True,,312.35200000000003,2.0396,2,6,True,,0,73.5,green,green,green,green,5.263710019111634,7.915835380554199,5.138094653847943,False
